id,target
a13d91eb086f7faae8a7ccb7f,010001010
978efce361cdd8cc00fd0e214,010101000
82029afaddd92cdc6c16a30d4,010001010
9311fcd85e3aadbaee0cb7765,010001010
85608f93901e2e4c68ed5b2fc,010001010
8d01d87983dbc0a96c1218350,010011000
dc0715f57be526872b02b1eae,010101000
e4ad2687f2cec94a132cdcd55,010001010
b5deaf325a06f26074b5ef254,010001010
ce8e4abb3323b5be864293873,010001010
051eeff740c96a8dfa4219b11,010101000
fdbcdc244043c0919ddb45a52,010001010
f9c150ce30bd4312743455814,010001010
b32efa015c5274b1e9e48085f,010101000
cb68643118e86dc34dbb4483b,010001010
77c53ee7fbe1c034b9d7e5681,010001010
04ab307b48877fd3167ccdf84,010011000
eb3cb77e13036d2be4a2580c1,010011000
e09275c8056c96c238ca52d2d,010101000
2178eb50ca98f0b5e97d5930a,010101000
47e04fb66489492e0d91d7ab8,010001010
85deccc08dc06e4c76b028a38,110001000
75df1055a2b5c5863fcaeccfd,010001010
c930c3c6259a0e4f52519acdc,010011000
891b1cf0465d012b58e20c15a,010011000
561d42e4eee07e11af8cf5e61,010001010
971a767312c4fb3ae4aba9fc7,010101000
d28721a443c4ed50a1732ef60,010101000
ee3c6ef94248e1c41c24896d3,010101000
e4e6bbd695fc48c2ae230d924,110001000
2fc1a575594dac91b80f6673f,010101000
3a3c316d3c0871b0074d3924a,010001010
66d33c6b93cdd1070fab5cf0e,010001010
8744a9e999f8cb43df1bfc165,010011000
6b380a919295732583314a7dc,010001010
e34b237901b33606b96ffc70b,010001010
1291b2ab4183495bb35cd81ea,010010010
7145d7cad33220a46aa29a219,010011000
1a425c243af750e3510ec9f30,010001010
6bcbc176ea0f39b9ba287a1af,010001010
17321869565d96f8c9a134e79,110001000
ee6b1fb6496213a8361915011,110001000
77a3c0b2dbb4578ef8533422e,010001010
1d95fce63dd272f8f69589f22,010101000
cb8729abcf6e5eb4b81be817c,010011000
667f50f40240648f037d964b8,010001010
d766ff08eda1d73d4412faad9,010101000
bb6df345988c0514d260b4163,010101000
6ab0b9c5544ed51a50ba4f382,010001010
685c3627b1234466d8df9604d,010101000
8e08a6ccf0ee9198fa7f93105,010001001
bbd2266461c3b7a87f987b966,010001010
619691a978f038f1a690421bd,010101000
b124719d052850d6658c1cf0f,010001010
178fd6a1c9693f207ef067b32,010101000
a19304e3c11d65299e7dba937,010001010
71d3bad9ed7700146afcf2dc5,010101000
6fd9d2c9c74b415b8ec6bc82b,110001000
20866c75fe576b6511d1c0f6f,010101000
05f215668cd5defb2510b7901,010001010
02e6664cc18ef6fdf83af34f7,010001010
89c14f80859456769cbd91a45,110001000
15a1c15bc6ca164bd2d3cdea8,010001010
af3a92ae1601a4fdb066314c4,010101000
a3acb9fdb9b9384f0fecb2898,010001010
a156467d58e5075b17c53f019,010100010
e22e05ab080a683de211c08d1,110001000
9d579e5dacbb1c88b7df5123f,010101000
cb239fd4ba46af65a248dd309,010101000
4b4816083aa107bae97c811e0,110001000
53ea19d3e30c713a3c42bb4fd,010011000
d93c366794a6dcc504b35cc60,010101000
6b2327d5fbf60f5e2b6a778a8,010001010
9f981b71207ed53bb6b1258b6,010001010
9ebdbfc79e9a50674c62f7a52,010011000
bf94faf619ab8cd0982da9b2a,010001010
1c2cb036a793fd3ab668dbac3,010101000
dabdac74f16747664720d0a00,010001010
726f24d31d9b63d20e8ab0c83,010001010
d0e9a7fe44982eafe22689336,010001010
64c4f4d1332ebc8121913bd8e,010001010
65b0bd13724363f1a1eacc4b9,010001010
07d8ad91d037b0e6384f9ae14,010001010
b47592f8063d1e4df5f0162ab,010101000
47c1c3f5f64abf3e37735b9e2,110001000
e32968004824414a3ed8c7b9d,010011000
efc5b8cb5515eb95a21232c01,010001010
ed662089008612e5b49e7faaf,010001010
0d45ddc928f72aa4e8b9fd824,010101000
939ad28b3591a52456a4d53a8,010100010
5ddf7b8df9fab741fc44390b4,010001010
0e9d0f39de4c1d1d3afab6f73,010011000
62716fc7ad06bef661a4e6714,010001010
7449f2844099255a4e4f25be4,010001010
32d448f033877c8e698a19c81,010101000
9aac44ec5e95ba53df88f008f,010101000
7b2c274264443dde7390eb6f3,010001010
1389af8b895a268010570f45f,110001000
162bb54e1fb0ab6a816b97937,010101000
c4d7d2d857c4e0938ccba5538,010001010
a93b99e32aa2392e2b11c8c87,010101000
64e8e81f10d832f01f93e8d67,010101000
da273d7bd2c84b1917f85b7f4,010001010
c18bcd6185e316a24d41e1f8c,010011000
3fb1a2c9d909801861235d61e,010001010
489532c84197feb1bd2ca2d48,110001000
55c52991931db7c121ccd0f49,010001010
e7e26cab7bd85522a886e474f,110001000
f27f4930afb0418b75fb3e209,010001010
9b2a4b0fdcda8b2a749837b88,010101000
6a5c0b69c7a9643b03e748d59,010001010
d92827eda8fb46d2e986dbee5,010011000
81d34244afec9386b90d97c96,010001010
4b8adf1588cbaf6dd5145b96b,010001010
f506cadc9d498ee3d36bbada8,010001010
88d2a0924d9f89a7d523bee88,010001010
5b6b1c29d6e491cc8bd0be826,010001010
518c3b9f9c4a2895267c48ab3,010001010
0fdcef8845422d1aa7e4a3713,010001010
0141758d6fba337d5ab223919,010001010
39537fed101d63da2e937cde8,010101000
f370cdfa99af78fa4d996e969,010101000
280a53f0706b56b2571b33c77,010101000
d96b9983327af2562eedefbeb,010001010
17e0d63c57daa237ec283fd09,010101000
f14bd1810e4c170be7f56cbf4,010001010
20a661e51d1b674071fbd9a26,010001010
f302b38f345ab59073d099b79,010101000
77ffe0a198bc1c98858479523,010011000
a361e08ec300bbc98e751a750,010101000
944265c420cba3018c9ab74f3,010001010
be979f4ee17bbc75bf7c3ddf0,010001010
28910bde803038f8f4029cf90,010101000
6d7d9780bca32d370f702a6c0,010101000
f140d6be4a87cb8644f477568,010101000
c8525246e23a64f1753a70977,010101000
191418a89d539f5060a46ac73,010001010
dc48d7ee131df93ac4e62b78f,010001010
f81e9d9fccd676051b467b7c6,010001010
53073f869823d3a7955d1a6a6,010001010
cc60bd68cbc12874ecd231b8a,010101000
ff163c7a3a66fcb90e3bbf07d,010011000
75dca0e90c5fdba0b7bbbef79,010101000
d20308a1549c797cb9d55ebdf,010001010
e36d82381f4facca6f5c513d6,010001010
e295369367578b2619c1dce43,010001010
6c77880baa09ecb130c9b5e14,010001010
febeece9c20deed98d5c6ec7c,010101000
14dca3024257201827c1c5fe7,010001010
191e52b2b75f75551808bbc2a,010101000
9ab4b2ee3ff5660908c8d94ad,110001000
7a40067b95b7be5e88f09adfd,010001001
0d4700cf5f683c04fb69ab043,010101000
f22f1053dc7958310682a9b0b,010101000
798e7d9dd7dd66d0bbc366fc3,010001010
18cbeb111fd78f59eea757c11,010001010
0c25fa03d72b7278e4b3239d1,010101000
e66c5bbdf47a71c8fe6d32033,010001010
6610552b8581012059857fc0c,010001001
4c6b909dfcfbb9f31dad00e09,010001010
c7482da1f7242532da4a84000,010101000
4f77edd224fb8182b054ccf2e,010101000
5a939e613fabae8671d5baf9f,010001010
7d846c30d4192b3ecd8a9cf49,010101000
93f0193c4eb7846de78971a99,010011000
aab0f8f460d919ba7ea9cdb21,010101000
b277d53c6bc28423771e5bdcf,010101000
5e67c8e51f1336e175a5f0b69,010101000
b832f523966a0e88e012aee28,010001010
cbd2038eb72d390d8e1845e93,010001010
58b362154ef039a515af2f1dd,010101000
28b9c3f30058e191d72fb0a4a,010001010
a7e9fb9edb5af5aedd4187df7,010101000
e46e0eb3b8548a07b366978c0,010101000
ecd57548b98362419cd79ba53,010101000
073ace900f5303e9aa029e8f2,010101000
16a55cab93559f887caa1d756,110001000
9f199c7a9804af89de6b010bd,010101000
bb2bd7f20354b9d8934d34ffb,010101000
3555c02dae9082ff1dc995a91,010001010
7ed8eebf4655c631f04f4b3c8,110001000
f410f8dc1ff4ea658b4039b64,010001010
0a9a3021cffe11686ffb27cfb,010101000
7228cffffa43a1bf69bdf1a34,010001010
0aad9a1ec206d9700d889ddb5,010001010
d26adfd1d2b3516af8965d3f7,010101000
c495e799df04598bc1113d41e,010101000
dcc061cf35d5c0adf35e5af89,010101000
95831ed4dd82d29a5adad35fd,010001010
2adf42acdcd0c8f1860a70daf,010101000
e73154acb9fbda7be7b47c19e,010001010
2b69bb75ce9b6b3635fdf530a,010001010
9fbb302e95152ac7acd35af3f,010101000
266f855444ed31f4ba49a3453,010001010
ebeb400b813b5a505d85d2ff6,010001010
e123f7b16c5de8150c0172830,010001010
c214a5fc649aaa635305741a3,010001010
ba6d6446e17ae63505fd2dffc,010101000
0115dedb6264185ff2b9916bf,010001010
abb1183cfaabf9e9f8f35d91c,110001000
30244d4d3e97d758eb685225b,010011000
63f9692f0cea8375ba0b2b479,010101000
5a92af472fe31b7292012cb2f,010101000
579685544620bde0bd5f26b69,010001010
e80b984e3a8de7ad7d099b61c,110001000
5821198fb0477c3b834427ab7,010001010
cadce56c90968b26aaabdecd4,010001010
7a8f3299753848572ae2a9847,010001010
317d6b1e69c2f8f9930166a00,010001010
967925c8ce00dd16d8b985ac8,010101000
44c517109c9b97a45df340c5d,010101000
ac4172608bb231b86358e5c3c,010011000
06ed5b42cc0586b9e66a24764,010001010
254529dbf3a31d7e9bca763b8,010101000
ef90827b73649185aa134b31a,110001000
7d28c9453adb2d8b9259911d1,010001010
d11977a14b533a54b585a09f2,010101000
d1dd4bd7089eea363262d92b9,010001001
37a18c028b14cd12b7638e337,010101000
f09e14041111bb3e6fb122b6e,010101000
d0ba3b872468cf6823acfba0e,010101000
5ba0854c89922dbf1b5383218,010001010
1179c1a3b03fd6cddd83d680e,010001010
c376a32bbd522fa50747aae8a,010101000
ae02604502f9c8022e1cfaa44,010101000
574606ef05a5bbc2ba2a4c15b,010001010
643ca5cb30e5f68d900ed753f,010001010
70e5cf694cedb83eed4f5a485,010001010
c70e122df8000c40680866656,010101000
aa548ebda2046e870e8fb6cdc,010001010
4582bdf1647945a0cc0b11125,010101000
f8bcf65ddae497bcb8ccf1c9a,010001010
b6bf7dadbd5ee48684f2b23bb,010001010
8eb985884fcb07ef095eb8ef2,010101000
49679b6dee72eceae8f74887e,010001010
f76fe48f199d4caa546a5d5df,010101000
6b2bcb69c052b6c0a850b9d2f,010101000
ab31395c5bbcd2ec9a491b42d,010011000
b8ec55daa44363b2bdb48640f,010001010
786d0b72193b662ac520362fc,010101000
2113c80e014c558f66b554b6a,010001010
18d4f8f048a1ba0a524306ff7,010101000
efe325990fb78fd603764d12c,010001010
54ddd45a77236ae9b9be68389,010001010
3a7d4eb8419f3c77ccb34a87d,010101000
2189aa6c7b242855e7644a5b2,010101000
808f034670070fed0f82195d7,010101000
c1b57ca6737f2973e49fb21e7,010011000
50d76ac233b4da2af2126fab8,010011000
7aaeb0b6469a1b05acccf07a7,010011000
50738a9f0b86f413386e17d5c,010101000
1e10bb1165224cd5e5c5cf6ab,110001000
b998656fcf9c17354043d1853,010001010
f724e101c4383630652908f80,010001010
6b1db7638b7e59c2cea00cea9,010101000
6b87df968efbf375594523f7a,010001010
c7579cc835d9a5c85890bb160,010001001
e76199be01af415d77833dc95,010001010
361a6da45fbf8c45b48ff1075,010001010
5e69e1fc4e42f98ecbc8a0100,010101000
7aab6a8a4bb680bcf0b6bc8d7,010101000
273d75ed7b286c720c17ff4ea,010001010
fbb5114f6482703fd0e9e8c0f,110001000
4700524776cb647d5ecd405cc,010101000
d0238fd6aa36d1e0d4cf0efb9,010001010
aff39d6a6c1935ed76b62f6b2,010101000
33e7bc09d05d7825e4317e2e7,010001010
cc2d411a3e92f62d5908b7b69,010001010
238216e68ffa9ad3250ba3e5d,010001010
c0588b74ab97ce83e68491c14,010001010
09ae4c1a9b31f4cf43d200bb5,010001010
0e9c6e420d05b1579da433944,010001010
94d1ba0695e76dd73f8dc4c57,010001010
afe9eb849365493b1ae97aa1c,010011000
624d0d1afa0b3c4bd0f99d6a9,010001010
a8d4f8253b3029abe156dce30,110001000
56ef7ef9b3cb32a25afa30f20,010001010
73db7748aa7016860641a2083,010001010
065660e985c03ddfde723b925,010101000
4037b6ec37e74c947ac22c26a,010001010
257bf088b9026307af918bf8b,010001010
ea101fc490015de408206982a,010101000
86dbba84678cabf9623c242fe,010001010
faee287bf2130b3e8fc5629a0,010101000
29c5319bfbe85b04d784cbad7,010001010
a4b3d36f0b9fe04fe082fcadc,010101000
51e0c96e077089a8cbfab3184,010101000
f2ecb8e063df357d1e8023bc5,010101000
08d7e05fbd16dde41565563bc,110001000
10f9a7beef65d66ab8c4141b1,010101000
49524da441bf52698003a14a9,010001010
271f9374fb09b967259dc3765,010001010
20fe6de45d50af80c9fafe292,010101000
3c023f2c2a686534e0e039798,010001010
2cd0f4729994dc88a2010a859,010001010
0d662454cece0cab32c384dbf,010101000
d8d3b24755725a84e2c0dbf10,010001010
355a7b63c62c004a985a4dbfc,010001001
2a7b40d0cb0ece3673ea3b057,010001010
eedc7823cb3d7210a0caf6d9a,010101000
d29437dec0f7c8b625713d1eb,110001000
6ea92b77a01bb6a96950e6dd6,010001010
55374f7430dc14c3f34328b91,010001010
c7921faa39d2ce478ef10274c,010101000
a2a033d67299e5e60bc7a2730,010001010
630d868d9e7890ef826bb8b2d,010001010
2ba38a827aac9e6d710f3074c,010101000
6066a5461ffe064a0a344172b,010001010
5b79727289dbc9e69f75bdbea,010001010
71b27b68ad9857e42f9a522c5,110001000
861ec5199b11d5df9665d2e53,010001010
9025e2f41629f5187e7f5fbad,010001010
090f451d480c7715d4038a221,010001010
869d4915b65455b3affd3fca5,010101000
62133cfbb45e934650c83d483,010101000
542378719f2b77934ff8759b3,010001010
875331f1c084b11e817535018,010001010
2998725d734855d9efef14f0e,010001010
9e9ae96ede4b9c7c944350605,010001010
a46dd9ee0a5182af9006f3222,010101000
d78485de7d506f646d8cdf967,010101000
b1f3e238ad1824d3259316ca0,010001010
02c15447dec2a348803185085,010001010
09ab76ba13c072be1d913b2a4,010001010
af7b2247a437975cba6246c19,010001010
0dc0e639805a11330cb5ef364,010001010
16dc62a6c7ef88e47975e8d2d,010101000
8b766ee051cc5e6a5ccfe4133,010101000
7be4af36673f1b2a26808ac30,010101000
425fac62377c3ff9143e537b9,010101000
45592ffb03a05f340611e6c67,010101000
6183ddb04dd68c1813f68ad99,010001010
c0a3385eb335247a79f4a01ab,010101000
b82c8afca6e64e0e0fcdbc489,010001010
bed4252662aefcf9b14cea10a,010001010
559d8ce0c8135ab32e2b3e70a,010001010
7ced13e75c79ba461431df154,010001010
ddd6fc3b8f08333bb2e0b636d,010001010
b3a91a5deeac5341e1bfee204,010101000
e4fa55319db0449446bb03ebf,010101000
2fd14c13a599018a612b1bbd9,010101000
8a54259b1654a4982d949da74,010101000
262e1c1faf5718f22919a6972,010101000
f1e062fe358909f7b5076dd2f,010001010
bf6214361bf2d0de46fd786ca,010101000
3f18935e4cf45a76e9369d8af,010001010
76c5a1dd9c91e1e37feefdb92,010001010
8004bf55a42ed23c3dffdddb2,010001010
eb85013c62f8af9fdb2f58f63,010101000
4ed00309f13978ad6c4f3ce01,010001010
f8489064d627a4b1bfe8e79c4,010011000
d6490bd6c3495a3816fc09e61,010101000
76d1275acbaeca9a8a7dcc1eb,010011000
8e78a7ddf7350bf17bfa42dec,010101000
556c5e849ba39e207ade2dfe6,010001010
6ed44838125f6cb15d20384ad,010101000
d7a9a96ffb61516d1fc08f0fd,010001010
cfd6ffed67cb8401b5aaf0324,010101000
e6780ca4da5e71f4aeb5ca096,010101000
1703f9d93561ebe9a1ee48199,110001000
fb906b607bd2f9c26856d147c,110001000
2074e8e72111f3bdf45975008,010101000
23c02c3b98bf0cd92265ca007,010001010
db1f434c97785e96e8dee3894,010101000
554150caf3d0f4cb3eb8006ed,010001010
63fee035ec37c0037a81d8e09,010101000
c06b7e9f45f9991ee79c7d1b2,010001010
6c627aab348484f716912510a,010001001
8989c725413d4f4a193e17b4c,010101000
479eaab1dd12f041bc1bab53d,110001000
48c630634d44f187ee18ff034,010001010
eeebea58b108061e83f91e30d,010011000
c3036570bd0d9e3567a916c47,010001010
512f13bbdda41454e56caec50,010001010
851ad7ae9b970b236a2d2ef2a,010101000
d67fd0cde623ea68dd8d1438b,010101000
bdd79d3c75f7b94a63d59d089,010001010
b4dc32ddc8be2068ba05fb1d8,010011000
04e86d47f2a2f74b234fdf78b,010001010
0b08612a0a4b8e61fba0726e1,010001010
a079ae5ddc908273cbecd5027,010001010
59422c659f7a3a85d1d588009,010011000
0a0b422ff1cc76604a35e0454,010001010
332c226274edc21a0a24e29a5,010011000
a143a38de8e76b4f1e1d21e5a,010011000
132a4d99f65fa0539558f67f2,010001010
bcee23f465e806a822f7789c4,010101000
45c2cc2ba84fe9b2fc09c1d87,010001010
2039c6e087fcb5405c82248bd,010001010
140f5ddec727f4787deec3d8d,010101000
36a5bdc2bd56bd1982f6272f6,010101000
dd9f267287d5efec92c946ced,010001010
28267b2c316360b0a9e7b92a4,010101000
2f95eb1f9d25c33ee6e351132,010001010
dbf2a0a813506818b26289909,010101000
28c7ffafcc3b7e9b240909655,010101000
d5b4401ee1d90eeccdf25cc5f,010001010
a83056365cb3813e73483b1fc,010001010
5c8c52706010ec7d49e93acc8,010001010
85951f313f28d1e38981f7e80,010001010
de4bf068fead0c0fc28216741,010001010
52722743e0102a24d05d9ad09,010001010
cbd3bbd50d37bdf98c7d8eb89,010101000
b11a79e0715882c31e8ef2745,010101000
58ca4bc94f75807b28c82fa34,010101000
31d3d753c65ef63891cbe5a2b,010011000
5fdb4dd23aebf40b947f79084,010101000
f3152408688dcc5f597d6c5b1,010101000
6869738c98a82f54f7cd7432c,010101000
7151ece0ad2a3f8b1cbae6e47,010101000
c7ae93da362fe1106045c33e0,010101000
8fbada72ca3d33d4ecf40b518,010001010
4607b998485347202bf39296b,010101000
3905f7f8fb9b8f551ab150c74,010001010
8b28d6cf80ddef4f3c2d1b41e,010101000
a5a0b3b102372ee0e5f5ab590,010011000
aafb87030305fa764364264c0,010001010
fae6da67451ab5c1cb479db52,010001010
ca0cf55ac518d78e13309129f,010001010
